order_id,order_date,product,category,quantity,price,total_sales,city,store,sales_channel,payment_method,discount,profit
ORD11651,07/09/2024,Wireless Mouse,Electronics,4,254.68,794.6,Abuja,Store D,Offline,Transfer,0.22,222.22
ORD11652,17/06/2024,Phone Case,Accessories,5,40.63,199.09,Ibadan,Store D,Online,Card,0.02,48.18
ORD11653,12/07/2024,Laptop Stand,Electronics,5,153.44,598.42,Lagos,Store B,Online,Transfer,0.22,98.07
ORD11654,25/06/2024,Bluetooth Speaker,Electronics,3,194.08,506.55,Ibadan,Store A,Offline,Cash,0.13,170.52
ORD11655,05/07/2024,Keyboard,Electronics,4,190.71,610.27,Abuja,Store D,Online,Card,0.2,209.09
ORD11656,12/04/2024,Desk Organizer,Stationery,4,147.44,530.78,Abuja,Store C,Offline,Cash,0.1,139.11
ORD11657,09/03/2024,Pen Pack,Stationery,3,202.74,510.9,Lagos,Store A,Online,Card,0.16,88.29
ORD11658,07/04/2024,Bluetooth Speaker,Electronics,4,108.11,389.2,Lagos,Store A,Offline,Mobile Money,0.1,134.18
ORD11659,19/07/2024,Wireless Mouse,Electronics,5,194.33,835.62,Port Harcourt,Store D,Offline,Mobile Money,0.14,203.09
ORD11660,04/09/2024,Phone Case,Accessories,3,83.6,233.24,Port Harcourt,Store A,Online,Card,0.07,77.79
ORD11661,23/01/2024,Backpack,Accessories,3,63.8,181.83,Abuja,Store A,Online,Card,0.05,26.31
ORD11662,31/10/2024,Pen Pack,Stationery,4,163.47,516.57,Lagos,Store C,Offline,Mobile Money,0.21,107.59
ORD11663,20/06/2024,Pen Pack,Stationery,4,51.82,198.99,Ibadan,Store C,Offline,Transfer,0.04,67.57
ORD11664,16/08/2024,Desk Organizer,Stationery,5,218.36,1026.29,Ibadan,Store B,Online,Transfer,0.06,259.05
ORD11665,27/10/2024,Keyboard,Electronics,3,289.62,764.6,Kano,Store B,Offline,Mobile Money,0.12,140.1
ORD11666,11/11/2024,Keyboard,Electronics,4,65.34,209.09,Abuja,Store A,Online,Card,0.2,40.51
ORD11667,23/12/2024,Notebook,Stationery,3,188.65,435.78,Port Harcourt,Store D,Offline,Card,0.23,64.87
ORD11668,06/08/2024,Notebook,Stationery,4,296.37,960.24,Lagos,Store A,Offline,Card,0.19,138.59
ORD11669,23/04/2024,Desk Organizer,Stationery,4,164.55,625.29,Port Harcourt,Store A,Online,Transfer,0.05,186.16
ORD11670,19/02/2024,Office Chair,Furniture,5,291,1207.65,Port Harcourt,Store D,Online,Cash,0.17,235.7
ORD11671,04/07/2024,Laptop Sleeve,Accessories,2,264.97,418.65,Port Harcourt,Store C,Online,Transfer,0.21,73.9
ORD11672,08/12/2024,Pen Pack,Stationery,4,230.72,729.08,Abuja,Store A,Offline,Transfer,0.21,214.01
ORD11673,05/05/2024,Pen Pack,Stationery,4,284.76,888.45,Abuja,Store A,Offline,Transfer,0.22,275.59
ORD11674,20/11/2024,Laptop Sleeve,Accessories,1,122.64,110.38,Kano,Store D,Offline,Mobile Money,0.1,11.78
ORD11675,28/03/2024,Office Chair,Furniture,4,204.54,736.34,Lagos,Store A,Online,Transfer,0.1,204.92
ORD11676,05/08/2024,Backpack,Accessories,5,44.14,185.39,Kano,Store C,Offline,Mobile Money,0.16,36.29
ORD11677,15/10/2024,Pen Pack,Stationery,4,245.36,736.08,Port Harcourt,Store D,Online,Transfer,0.25,166.79
ORD11678,13/11/2024,Bookshelf,Furniture,5,285.38,1155.79,Ibadan,Store D,Online,Transfer,0.19,332.29
ORD11679,03/06/2024,Drawer Cabinet,Furniture,1,266.6,239.94,Ibadan,Store D,Online,Transfer,0.1,26.36
ORD11680,17/01/2024,Standing Desk,Furniture,1,269.06,217.94,Lagos,Store B,Online,Transfer,0.19,64.49
ORD11681,11/08/2024,Laptop Stand,Electronics,5,149.1,745.5,Ibadan,Store B,Online,Mobile Money,0,113.51
ORD11682,18/05/2024,Phone Case,Accessories,4,81.41,257.26,Kano,Store C,Online,Cash,0.21,62.48
ORD11683,23/09/2024,Notebook,Stationery,3,268.5,749.11,Lagos,Store B,Offline,Mobile Money,0.07,232.31
ORD11684,15/02/2024,Laptop Sleeve,Accessories,5,209.32,816.35,Ibadan,Store C,Offline,Card,0.22,133.66
ORD11685,12/11/2024,Phone Case,Accessories,4,78.2,253.37,Port Harcourt,Store B,Online,Mobile Money,0.19,54.12
ORD11686,05/08/2024,Stapler,Stationery,3,140.37,404.27,Ibadan,Store D,Online,Mobile Money,0.04,129.09
ORD11687,28/05/2024,Standing Desk,Furniture,3,278.74,735.87,Kano,Store B,Offline,Cash,0.12,240.95
ORD11688,30/05/2024,Standing Desk,Furniture,3,147.79,372.43,Port Harcourt,Store C,Online,Card,0.16,67.32
ORD11689,18/06/2024,Phone Case,Accessories,1,206.7,157.09,Lagos,Store C,Online,Transfer,0.24,47.33
ORD11690,24/03/2024,Drawer Cabinet,Furniture,4,141.77,510.37,Port Harcourt,Store D,Offline,Mobile Money,0.1,120.05
ORD11691,14/05/2024,Notebook,Stationery,4,253.28,972.6,Abuja,Store C,Online,Mobile Money,0.04,333.85
ORD11692,08/08/2024,Notebook,Stationery,2,11.99,18.94,Abuja,Store B,Online,Cash,0.21,5.97
ORD11693,08/01/2024,Phone Case,Accessories,2,287.27,459.63,Kano,Store B,Online,Transfer,0.2,91.37
ORD11694,02/12/2024,Phone Case,Accessories,4,204.96,664.07,Kano,Store D,Online,Cash,0.19,151.02
ORD11695,26/11/2024,Bluetooth Speaker,Electronics,2,139.65,229.03,Kano,Store B,Offline,Transfer,0.18,50.01
ORD11696,18/12/2024,Keyboard,Electronics,5,271.43,1302.86,Port Harcourt,Store B,Offline,Cash,0.04,445.35
ORD11697,19/01/2024,Phone Case,Accessories,4,52.86,190.3,Lagos,Store C,Offline,Transfer,0.1,44.09
ORD11698,09/05/2024,USB Cable,Electronics,1,169.72,128.99,Ibadan,Store D,Offline,Card,0.24,28.35
ORD11699,18/12/2024,Backpack,Accessories,3,165.54,466.82,Lagos,Store B,Offline,Cash,0.06,113.57
ORD11700,10/03/2024,Phone Case,Accessories,1,23.35,20.08,Ibadan,Store B,Offline,Transfer,0.14,5.23
ORD11701,14/06/2024,Pen Pack,Stationery,1,198.66,182.77,Ibadan,Store C,Offline,Cash,0.08,30.16
ORD11702,18/07/2024,Bookshelf,Furniture,2,112.71,220.91,Ibadan,Store D,Offline,Transfer,0.02,25.17
ORD11703,01/06/2024,Office Chair,Furniture,1,266.14,204.93,Lagos,Store D,Offline,Transfer,0.23,22.64
ORD11704,30/03/2024,Backpack,Accessories,4,54.91,175.71,Lagos,Store B,Online,Transfer,0.2,35.57
ORD11705,08/08/2024,Laptop Stand,Electronics,2,76.53,127.04,Abuja,Store D,Offline,Mobile Money,0.17,26.77
ORD11706,05/10/2024,Backpack,Accessories,1,109.19,107.01,Kano,Store B,Online,Mobile Money,0.02,17.1
ORD11707,20/01/2024,Wireless Mouse,Electronics,5,125.41,608.24,Kano,Store C,Offline,Card,0.03,119.66
ORD11708,18/01/2024,Drawer Cabinet,Furniture,4,199.31,733.46,Ibadan,Store A,Online,Mobile Money,0.08,115.42
ORD11709,23/03/2024,Stapler,Stationery,1,133.56,120.2,Port Harcourt,Store D,Offline,Cash,0.1,41.51
ORD11710,23/05/2024,USB Cable,Electronics,4,282.13,981.81,Kano,Store D,Offline,Cash,0.13,228.9
ORD11711,03/11/2024,Bookshelf,Furniture,5,138.74,527.21,Kano,Store D,Offline,Cash,0.24,113.05
ORD11712,22/12/2024,Phone Case,Accessories,1,185.54,170.7,Ibadan,Store C,Offline,Mobile Money,0.08,28.77
ORD11713,05/02/2024,Drawer Cabinet,Furniture,5,5.24,21.22,Abuja,Store C,Offline,Card,0.19,3.34
ORD11714,09/05/2024,Standing Desk,Furniture,4,50.4,153.22,Ibadan,Store B,Offline,Card,0.24,49.06
ORD11715,03/02/2024,Laptop Stand,Electronics,2,243.39,457.57,Port Harcourt,Store B,Online,Mobile Money,0.06,63.84
ORD11716,24/07/2024,Phone Case,Accessories,1,148.84,125.03,Ibadan,Store C,Online,Transfer,0.16,43.06
ORD11717,23/05/2024,Desk Organizer,Stationery,3,20.07,59.01,Ibadan,Store A,Online,Card,0.02,14.64
ORD11718,15/05/2024,Phone Case,Accessories,5,27.64,109.18,Port Harcourt,Store D,Online,Transfer,0.21,37.37
ORD11719,18/11/2024,Standing Desk,Furniture,3,191.33,568.25,Kano,Store C,Offline,Card,0.01,116.43
ORD11720,16/05/2024,Notebook,Stationery,5,285.35,1269.81,Port Harcourt,Store A,Offline,Card,0.11,420.1
ORD11721,18/11/2024,Laptop Sleeve,Accessories,2,67.14,123.54,Ibadan,Store D,Online,Mobile Money,0.08,16.48
ORD11722,15/07/2024,USB Cable,Electronics,2,101.09,196.11,Port Harcourt,Store C,Offline,Mobile Money,0.03,37.7
ORD11723,27/10/2024,Office Chair,Furniture,5,152.01,608.04,Abuja,Store D,Offline,Mobile Money,0.2,151.62
ORD11724,20/09/2024,Laptop Stand,Electronics,3,225,600.75,Abuja,Store C,Offline,Transfer,0.11,188.75
ORD11725,27/01/2024,Pen Pack,Stationery,2,88.25,153.56,Port Harcourt,Store A,Offline,Transfer,0.13,18.58
ORD11726,05/02/2024,Backpack,Accessories,3,153.01,376.4,Abuja,Store C,Online,Transfer,0.18,68.68
ORD11727,14/12/2024,Bookshelf,Furniture,4,36.07,126.97,Ibadan,Store C,Online,Cash,0.12,37.74
ORD11728,05/08/2024,Laptop Sleeve,Accessories,2,277.51,538.37,Abuja,Store A,Offline,Mobile Money,0.03,115.01
ORD11729,25/01/2024,Phone Case,Accessories,5,21.09,93.85,Kano,Store C,Offline,Mobile Money,0.11,25.01
ORD11730,24/06/2024,Backpack,Accessories,1,79.89,63.91,Lagos,Store D,Offline,Cash,0.2,11.46
ORD11731,22/03/2024,Pen Pack,Stationery,1,179.53,145.42,Ibadan,Store D,Offline,Cash,0.19,50.02
ORD11732,29/06/2024,Notebook,Stationery,5,90.57,430.21,Abuja,Store B,Offline,Card,0.05,139.16
ORD11733,14/06/2024,Bookshelf,Furniture,4,286.32,939.13,Abuja,Store B,Online,Mobile Money,0.18,234.36
ORD11734,25/09/2024,Bookshelf,Furniture,3,62.01,186.03,Ibadan,Store C,Offline,Transfer,0,50.21
ORD11735,10/06/2024,Standing Desk,Furniture,1,139.84,117.47,Port Harcourt,Store B,Offline,Card,0.16,30.73
ORD11736,10/04/2024,Pen Pack,Stationery,2,241.98,392.01,Lagos,Store C,Online,Cash,0.19,104.99
ORD11737,14/09/2024,Keyboard,Electronics,1,181.27,155.89,Ibadan,Store A,Offline,Cash,0.14,49.78
ORD11738,03/07/2024,Phone Case,Accessories,3,10.85,30.27,Kano,Store C,Offline,Transfer,0.07,4.35
ORD11739,29/04/2024,Bluetooth Speaker,Electronics,2,129.93,213.09,Lagos,Store B,Online,Card,0.18,24.92
ORD11740,25/04/2024,Laptop Sleeve,Accessories,5,147.05,595.55,Port Harcourt,Store B,Online,Mobile Money,0.19,123.93
ORD11741,18/06/2024,Wireless Mouse,Electronics,2,121.59,228.59,Ibadan,Store A,Online,Card,0.06,28.81
ORD11742,13/01/2024,USB Cable,Electronics,3,100.99,257.52,Port Harcourt,Store A,Online,Cash,0.15,51.12
ORD11743,01/06/2024,Stapler,Stationery,3,148.58,352.13,Kano,Store B,Online,Mobile Money,0.21,119.19
ORD11744,06/03/2024,Keyboard,Electronics,4,162.22,616.44,Lagos,Store C,Offline,Cash,0.05,144.72
ORD11745,27/03/2024,Backpack,Accessories,5,76.62,363.94,Kano,Store D,Offline,Mobile Money,0.05,110.28
ORD11746,10/02/2024,Standing Desk,Furniture,4,13.96,53.05,Port Harcourt,Store D,Online,Cash,0.05,9.52
ORD11747,06/01/2024,Stapler,Stationery,2,220.61,419.16,Ibadan,Store C,Offline,Cash,0.05,137.84
ORD11748,05/06/2024,Office Chair,Furniture,1,298.79,230.07,Abuja,Store B,Online,Mobile Money,0.23,70.13
ORD11749,01/04/2024,Laptop Stand,Electronics,1,283.49,215.45,Kano,Store C,Offline,Card,0.24,71.4
ORD11750,31/01/2024,Standing Desk,Furniture,5,188.89,831.12,Abuja,Store D,Online,Card,0.12,235.4
ORD11751,20/02/2024,Stapler,Stationery,3,63.86,172.42,Lagos,Store A,Online,Card,0.1,41.81
ORD11752,07/01/2024,Wireless Mouse,Electronics,3,27.36,63.2,Abuja,Store A,Online,Card,0.23,20.5
ORD11753,06/08/2024,Notebook,Stationery,1,44.58,38.78,Kano,Store B,Online,Cash,0.13,4.24
ORD11754,01/12/2024,Keyboard,Electronics,1,98.23,82.51,Kano,Store D,Online,Mobile Money,0.16,13.08
ORD11755,01/05/2024,USB Cable,Electronics,1,96.93,76.57,Kano,Store C,Online,Mobile Money,0.21,21.13
ORD11756,31/10/2024,USB Cable,Electronics,4,94.3,313.08,Lagos,Store B,Offline,Card,0.17,53.42
ORD11757,12/07/2024,Backpack,Accessories,1,145.04,124.73,Port Harcourt,Store D,Offline,Card,0.14,13.62
ORD11758,04/04/2024,Bookshelf,Furniture,4,119.77,397.64,Ibadan,Store B,Online,Card,0.17,103.76
ORD11759,12/09/2024,Office Chair,Furniture,3,178.05,470.05,Ibadan,Store D,Online,Card,0.12,59.22
ORD11760,09/11/2024,Bookshelf,Furniture,1,17.93,14.16,Port Harcourt,Store B,Online,Transfer,0.21,1.47
ORD11761,02/03/2024,Wireless Mouse,Electronics,2,200.66,317.04,Lagos,Store B,Offline,Cash,0.21,58.17
ORD11762,05/01/2024,Laptop Sleeve,Accessories,1,31.08,25.17,Lagos,Store A,Offline,Mobile Money,0.19,7.08
ORD11763,08/10/2024,Stapler,Stationery,4,235.78,867.67,Port Harcourt,Store C,Offline,Transfer,0.08,275.98
ORD11764,07/09/2024,Phone Case,Accessories,3,37.38,88.59,Kano,Store D,Offline,Cash,0.21,29.99
ORD11765,14/06/2024,Stapler,Stationery,4,172.37,620.53,Lagos,Store B,Offline,Card,0.1,77.36
ORD11766,25/04/2024,Laptop Sleeve,Accessories,2,230.3,391.51,Lagos,Store D,Online,Card,0.15,48.19
ORD11767,18/09/2024,Desk Organizer,Stationery,5,294.85,1459.51,Ibadan,Store D,Offline,Mobile Money,0.01,350.63
ORD11768,16/07/2024,Bluetooth Speaker,Electronics,4,89.13,281.65,Abuja,Store C,Offline,Transfer,0.21,79.18
ORD11769,18/12/2024,Wireless Mouse,Electronics,1,75.91,56.93,Port Harcourt,Store D,Offline,Transfer,0.25,8.72
ORD11770,01/09/2024,Bluetooth Speaker,Electronics,4,200.64,738.36,Port Harcourt,Store D,Online,Transfer,0.08,130.31
ORD11771,22/03/2024,Pen Pack,Stationery,3,145.63,375.73,Lagos,Store C,Offline,Cash,0.14,55.23
ORD11772,07/03/2024,Pen Pack,Stationery,3,137.82,343.17,Ibadan,Store A,Offline,Mobile Money,0.17,39.15
ORD11773,26/01/2024,Bookshelf,Furniture,5,66.64,309.88,Kano,Store A,Offline,Transfer,0.07,85.31
ORD11774,02/02/2024,Office Chair,Furniture,5,175.1,857.99,Port Harcourt,Store D,Online,Transfer,0.02,282.58
ORD11775,24/01/2024,Laptop Sleeve,Accessories,5,211.48,1004.53,Port Harcourt,Store B,Online,Cash,0.05,101.46
ORD11776,05/09/2024,Drawer Cabinet,Furniture,5,276.04,1352.6,Abuja,Store A,Offline,Mobile Money,0.02,150.51
ORD11777,27/08/2024,Keyboard,Electronics,5,299.06,1196.24,Ibadan,Store A,Online,Cash,0.2,120.88
ORD11778,21/06/2024,Bookshelf,Furniture,4,23.03,79.22,Abuja,Store C,Online,Card,0.14,14.48
ORD11779,27/09/2024,Wireless Mouse,Electronics,2,145.01,240.72,Port Harcourt,Store D,Offline,Cash,0.17,82.18
ORD11780,21/10/2024,Laptop Sleeve,Accessories,3,289.33,781.19,Abuja,Store C,Offline,Cash,0.1,195.37
ORD11781,22/05/2024,Backpack,Accessories,3,127.95,376.17,Kano,Store C,Offline,Mobile Money,0.02,44.66
ORD11782,08/07/2024,Office Chair,Furniture,5,286.27,1316.84,Lagos,Store A,Offline,Card,0.08,160.74
ORD11783,16/11/2024,Phone Case,Accessories,1,29.59,23.38,Port Harcourt,Store A,Offline,Card,0.21,8.11
ORD11784,27/06/2024,Phone Case,Accessories,1,60.54,47.22,Kano,Store D,Offline,Transfer,0.22,10.42
ORD11785,15/01/2024,Bookshelf,Furniture,1,157.67,140.33,Lagos,Store C,Online,Cash,0.11,38.93
ORD11786,20/06/2024,Pen Pack,Stationery,4,55.54,219.94,Abuja,Store D,Online,Transfer,0.01,41.82
ORD11787,05/04/2024,Laptop Sleeve,Accessories,4,72.78,241.63,Port Harcourt,Store D,Online,Card,0.17,39.38
ORD11788,04/05/2024,Bookshelf,Furniture,3,247.03,563.23,Lagos,Store C,Offline,Transfer,0.24,173.23
ORD11789,06/02/2024,Backpack,Accessories,3,112.11,269.06,Abuja,Store C,Offline,Cash,0.2,59.63
ORD11790,04/04/2024,USB Cable,Electronics,5,218.16,818.1,Lagos,Store D,Offline,Mobile Money,0.25,154.98
ORD11791,07/09/2024,Phone Case,Accessories,3,139.56,368.44,Kano,Store A,Online,Transfer,0.12,37.03
ORD11792,04/11/2024,Laptop Sleeve,Accessories,2,34.46,56.51,Kano,Store D,Online,Transfer,0.18,17.53
ORD11793,01/10/2024,Wireless Mouse,Electronics,1,282.65,220.47,Abuja,Store D,Offline,Transfer,0.22,35.48
ORD11794,04/06/2024,Notebook,Stationery,1,153.65,149.04,Kano,Store D,Offline,Cash,0.03,38.23
ORD11795,01/12/2024,Bluetooth Speaker,Electronics,5,261.98,1205.11,Abuja,Store D,Offline,Transfer,0.08,124.73
ORD11796,28/06/2024,Laptop Stand,Electronics,2,104.48,165.08,Port Harcourt,Store A,Online,Transfer,0.21,23.44
ORD11797,10/11/2024,Stapler,Stationery,3,285.97,729.22,Lagos,Store B,Online,Card,0.15,201.35
ORD11798,04/11/2024,Drawer Cabinet,Furniture,5,88.95,382.49,Ibadan,Store B,Online,Cash,0.14,89.72
ORD11799,07/09/2024,Stapler,Stationery,3,98.04,294.12,Kano,Store D,Offline,Mobile Money,0,81.92
ORD11800,12/11/2024,Bookshelf,Furniture,4,279.83,850.68,Lagos,Store B,Online,Mobile Money,0.24,162.31
ORD11801,02/02/2024,Pen Pack,Stationery,2,56.05,94.16,Abuja,Store D,Online,Mobile Money,0.16,22.98
ORD11802,06/06/2024,Notebook,Stationery,5,134.79,566.12,Kano,Store B,Online,Card,0.16,100.76
ORD11803,19/04/2024,Keyboard,Electronics,5,201.81,978.78,Ibadan,Store A,Offline,Transfer,0.03,217.74
ORD11804,10/08/2024,Wireless Mouse,Electronics,1,221.31,194.75,Ibadan,Store B,Offline,Cash,0.12,35.86
ORD11805,11/02/2024,Phone Case,Accessories,5,124.68,604.7,Abuja,Store A,Online,Card,0.03,130.98
ORD11806,08/05/2024,Backpack,Accessories,5,284.53,1337.29,Lagos,Store A,Online,Mobile Money,0.06,306.74
ORD11807,05/08/2024,Pen Pack,Stationery,1,71.27,68.42,Ibadan,Store C,Offline,Card,0.04,9.46
ORD11808,15/05/2024,Office Chair,Furniture,1,225.81,203.23,Kano,Store C,Online,Card,0.1,62.43
ORD11809,21/05/2024,Pen Pack,Stationery,5,204.1,836.81,Lagos,Store C,Online,Transfer,0.18,238.58
ORD11810,06/11/2024,USB Cable,Electronics,1,53.59,51.45,Kano,Store D,Offline,Transfer,0.04,5.16
ORD11811,10/04/2024,Laptop Sleeve,Accessories,3,255.67,728.66,Kano,Store D,Offline,Mobile Money,0.05,187.75
ORD11812,08/06/2024,Stapler,Stationery,3,159.23,415.59,Abuja,Store D,Online,Mobile Money,0.13,63.15
ORD11813,12/06/2024,Wireless Mouse,Electronics,1,285.53,268.4,Ibadan,Store C,Online,Card,0.06,37.01
ORD11814,05/01/2024,Wireless Mouse,Electronics,2,274.54,422.79,Abuja,Store B,Online,Transfer,0.23,101.2
ORD11815,18/04/2024,Wireless Mouse,Electronics,1,79.05,71.94,Abuja,Store C,Online,Transfer,0.09,21.04
ORD11816,12/06/2024,Phone Case,Accessories,5,80.2,320.8,Lagos,Store B,Online,Mobile Money,0.2,72.21
ORD11817,19/05/2024,Notebook,Stationery,3,155.58,443.4,Abuja,Store A,Online,Cash,0.05,101.25
ORD11818,05/12/2024,Stapler,Stationery,4,216.9,702.76,Kano,Store D,Online,Cash,0.19,149.87
ORD11819,18/03/2024,Wireless Mouse,Electronics,5,282.03,1156.32,Kano,Store B,Online,Card,0.18,259.97
ORD11820,11/09/2024,Stapler,Stationery,1,95.49,93.58,Ibadan,Store B,Online,Cash,0.02,12.52
ORD11821,15/01/2024,Bookshelf,Furniture,5,239.4,1053.36,Abuja,Store C,Online,Transfer,0.12,109.86
ORD11822,21/03/2024,Desk Organizer,Stationery,3,287.66,707.64,Ibadan,Store B,Offline,Card,0.18,245.58
ORD11823,06/12/2024,Standing Desk,Furniture,3,124.02,357.18,Port Harcourt,Store D,Online,Transfer,0.04,113.04
ORD11824,15/12/2024,Drawer Cabinet,Furniture,4,111.69,344.01,Abuja,Store B,Offline,Mobile Money,0.23,104.22
ORD11825,03/02/2024,Drawer Cabinet,Furniture,1,265.44,209.7,Port Harcourt,Store A,Offline,Mobile Money,0.21,49.66
ORD11826,31/07/2024,Notebook,Stationery,5,76.74,356.84,Kano,Store D,Offline,Cash,0.07,67.74
ORD11827,31/08/2024,Laptop Sleeve,Accessories,2,78.83,135.59,Lagos,Store D,Offline,Mobile Money,0.14,34.18
ORD11828,26/02/2024,Wireless Mouse,Electronics,2,118.15,205.58,Ibadan,Store C,Online,Transfer,0.13,61.57
ORD11829,19/05/2024,Standing Desk,Furniture,4,113.8,377.82,Kano,Store B,Online,Transfer,0.17,131.21
ORD11830,27/06/2024,Keyboard,Electronics,3,257.07,724.94,Kano,Store B,Offline,Mobile Money,0.06,78.79
ORD11831,30/12/2024,Drawer Cabinet,Furniture,4,293.76,1128.04,Port Harcourt,Store B,Online,Cash,0.04,276.9
ORD11832,21/07/2024,USB Cable,Electronics,1,103.76,94.42,Abuja,Store C,Online,Transfer,0.09,16.45
ORD11833,19/06/2024,Keyboard,Electronics,3,149.25,394.02,Port Harcourt,Store C,Online,Cash,0.12,92.98
ORD11834,04/02/2024,Laptop Sleeve,Accessories,1,124.19,121.71,Ibadan,Store B,Online,Card,0.02,26.58
ORD11835,22/09/2024,Laptop Sleeve,Accessories,2,240.89,409.51,Ibadan,Store B,Offline,Card,0.15,59.43
ORD11836,27/06/2024,Desk Organizer,Stationery,1,35.25,31.73,Abuja,Store D,Offline,Transfer,0.1,7.82
ORD11837,09/04/2024,Phone Case,Accessories,4,102.42,319.55,Port Harcourt,Store C,Online,Transfer,0.22,108.67
ORD11838,19/01/2024,Laptop Sleeve,Accessories,5,129.03,561.28,Kano,Store A,Online,Cash,0.13,141.92
ORD11839,13/02/2024,Stapler,Stationery,5,16.26,75.61,Kano,Store A,Offline,Cash,0.07,24.86
ORD11840,16/12/2024,Bluetooth Speaker,Electronics,1,256.79,238.81,Lagos,Store D,Offline,Cash,0.07,54.6
ORD11841,23/02/2024,Standing Desk,Furniture,1,280.46,244,Abuja,Store D,Online,Cash,0.13,68.18
ORD11842,11/08/2024,Notebook,Stationery,4,35.33,120.12,Lagos,Store A,Offline,Mobile Money,0.15,21.87
ORD11843,05/05/2024,Laptop Sleeve,Accessories,1,132.75,115.49,Port Harcourt,Store A,Offline,Mobile Money,0.13,13.97
ORD11844,07/05/2024,Standing Desk,Furniture,5,265.7,1049.52,Ibadan,Store D,Offline,Mobile Money,0.21,359.93
ORD11845,18/08/2024,Backpack,Accessories,2,214.34,424.39,Abuja,Store C,Offline,Mobile Money,0.01,56.13
ORD11846,08/08/2024,Office Chair,Furniture,2,53.33,84.26,Abuja,Store A,Online,Card,0.21,23.35
ORD11847,18/08/2024,Standing Desk,Furniture,3,75.42,221.73,Port Harcourt,Store B,Online,Transfer,0.02,55.57
ORD11848,11/02/2024,Desk Organizer,Stationery,3,265.41,629.02,Kano,Store D,Offline,Cash,0.21,92.56
ORD11849,11/11/2024,Desk Organizer,Stationery,1,47.28,47.28,Abuja,Store A,Online,Cash,0,11.77
ORD11850,13/11/2024,Phone Case,Accessories,5,186.03,837.13,Lagos,Store A,Offline,Card,0.1,261.62
ORD11851,03/01/2024,Desk Organizer,Stationery,1,257.09,218.53,Port Harcourt,Store D,Offline,Card,0.15,46.95
ORD11852,27/07/2024,Drawer Cabinet,Furniture,3,14.77,35.89,Ibadan,Store C,Online,Mobile Money,0.19,4.9
ORD11853,16/06/2024,Pen Pack,Stationery,1,209.94,180.55,Kano,Store B,Online,Cash,0.14,46.52
ORD11854,21/03/2024,Laptop Sleeve,Accessories,4,17.49,63.66,Kano,Store C,Offline,Transfer,0.09,21.81
ORD11855,11/02/2024,Standing Desk,Furniture,2,22.6,35.26,Lagos,Store D,Online,Cash,0.22,6.56
ORD11856,05/01/2024,Stapler,Stationery,5,109.98,434.42,Lagos,Store C,Offline,Transfer,0.21,55.03
ORD11857,07/03/2024,Office Chair,Furniture,1,75.03,57.02,Kano,Store D,Online,Mobile Money,0.24,6.19
ORD11858,02/11/2024,Phone Case,Accessories,5,161.76,622.78,Kano,Store B,Online,Card,0.23,63.76
ORD11859,11/11/2024,Laptop Stand,Electronics,3,188.5,520.26,Port Harcourt,Store B,Offline,Card,0.08,164.65
ORD11860,14/08/2024,Desk Organizer,Stationery,5,233.1,1048.95,Abuja,Store D,Online,Cash,0.1,298.95
ORD11861,18/02/2024,Laptop Stand,Electronics,4,23.82,90.52,Abuja,Store D,Online,Cash,0.05,15.47
ORD11862,29/04/2024,Bookshelf,Furniture,2,117.15,196.81,Port Harcourt,Store B,Online,Cash,0.16,23.39
ORD11863,24/11/2024,Laptop Sleeve,Accessories,1,148.18,139.29,Lagos,Store B,Online,Mobile Money,0.06,38.51
ORD11864,15/08/2024,Bluetooth Speaker,Electronics,3,47.83,120.53,Ibadan,Store A,Online,Transfer,0.16,15.31
ORD11865,06/03/2024,Laptop Stand,Electronics,2,21.99,35.62,Ibadan,Store A,Online,Card,0.19,4.79
ORD11866,12/02/2024,Desk Organizer,Stationery,3,246.38,598.7,Lagos,Store D,Offline,Mobile Money,0.19,124.84
ORD11867,30/07/2024,Pen Pack,Stationery,1,46.27,45.81,Port Harcourt,Store A,Offline,Transfer,0.01,12.02
ORD11868,10/05/2024,Pen Pack,Stationery,1,217.16,186.76,Ibadan,Store A,Offline,Cash,0.14,45.18
ORD11869,24/12/2024,Laptop Sleeve,Accessories,4,155.4,472.42,Kano,Store B,Online,Transfer,0.24,112.9
ORD11870,28/12/2024,USB Cable,Electronics,1,61.74,50.01,Port Harcourt,Store C,Online,Mobile Money,0.19,12.71
ORD11871,22/11/2024,Backpack,Accessories,3,296.68,694.23,Port Harcourt,Store D,Online,Cash,0.22,156.86
ORD11872,13/08/2024,Bluetooth Speaker,Electronics,4,248.04,932.63,Kano,Store C,Offline,Mobile Money,0.06,314
ORD11873,24/06/2024,USB Cable,Electronics,4,70.23,244.4,Kano,Store B,Online,Mobile Money,0.13,51.86
ORD11874,13/12/2024,Office Chair,Furniture,4,83.91,318.86,Kano,Store D,Offline,Mobile Money,0.05,55.15
ORD11875,04/10/2024,Backpack,Accessories,4,67.89,260.7,Lagos,Store C,Online,Transfer,0.04,52.29
ORD11876,29/11/2024,Laptop Sleeve,Accessories,3,47.34,112.2,Abuja,Store B,Online,Transfer,0.21,20.05
ORD11877,22/02/2024,Pen Pack,Stationery,3,161.2,391.72,Port Harcourt,Store A,Online,Mobile Money,0.19,61.96
ORD11878,30/10/2024,Bookshelf,Furniture,1,36.65,28.59,Kano,Store B,Offline,Cash,0.22,6.11
